group	type	value	Mean	SD
Negative	Human Diseases	185.6385	280.1776636363636	464.25409888164654
Negative	Human Diseases	355.3691	280.1776636363636	464.25409888164654
Negative	Human Diseases	165.2642	280.1776636363636	464.25409888164654
Negative	Human Diseases	375.9555	280.1776636363636	464.25409888164654
Negative	Human Diseases	593.5945	280.1776636363636	464.25409888164654
Negative	Human Diseases	178.0391	280.1776636363636	464.25409888164654
Negative	Human Diseases	300.8521	280.1776636363636	464.25409888164654
Negative	Human Diseases	732.867	280.1776636363636	464.25409888164654
Negative	Human Diseases	458.7212	280.1776636363636	464.25409888164654
Negative	Human Diseases	255.1973	280.1776636363636	464.25409888164654
Negative	Human Diseases	186.7936	280.1776636363636	464.25409888164654
Negative	Human Diseases	315.4006	280.1776636363636	464.25409888164654
Negative	Human Diseases	296.5591	280.1776636363636	464.25409888164654
Negative	Human Diseases	169.5118	280.1776636363636	464.25409888164654
Negative	Human Diseases	177.4885	280.1776636363636	464.25409888164654
Negative	Human Diseases	548.4209	280.1776636363636	464.25409888164654
Negative	Human Diseases	156.8209	280.1776636363636	464.25409888164654
Negative	Human Diseases	8.4348	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.4348	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.2174	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.9857	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.2317	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.4057	280.1776636363636	464.25409888164654
Negative	Human Diseases	13.2174	280.1776636363636	464.25409888164654
Negative	Human Diseases	31.4783	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.1739	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.1304	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.7683	280.1776636363636	464.25409888164654
Negative	Human Diseases	21.3478	280.1776636363636	464.25409888164654
Negative	Human Diseases	19.087	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.7826	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.0143	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.1304	280.1776636363636	464.25409888164654
Negative	Human Diseases	29.5217	280.1776636363636	464.25409888164654
Negative	Human Diseases	3.2174	280.1776636363636	464.25409888164654
Negative	Human Diseases	35.7391	280.1776636363636	464.25409888164654
Negative	Human Diseases	11.6087	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.7391	280.1776636363636	464.25409888164654
Negative	Human Diseases	29.4783	280.1776636363636	464.25409888164654
Negative	Human Diseases	2.6957	280.1776636363636	464.25409888164654
Negative	Human Diseases	56.8696	280.1776636363636	464.25409888164654
Negative	Human Diseases	21.2174	280.1776636363636	464.25409888164654
Negative	Human Diseases	7.3478	280.1776636363636	464.25409888164654
Negative	Human Diseases	15.6087	280.1776636363636	464.25409888164654
Negative	Human Diseases	3.8987	280.1776636363636	464.25409888164654
Negative	Human Diseases	25.3913	280.1776636363636	464.25409888164654
Negative	Human Diseases	1.1739	280.1776636363636	464.25409888164654
Negative	Human Diseases	3.9130000000000003	280.1776636363636	464.25409888164654
Negative	Human Diseases	8.1883	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.5509	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.6087	280.1776636363636	464.25409888164654
Negative	Human Diseases	18.6522	280.1776636363636	464.25409888164654
Negative	Human Diseases	17.3043	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.6087	280.1776636363636	464.25409888164654
Negative	Human Diseases	6.5652	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.8696	280.1776636363636	464.25409888164654
Negative	Human Diseases	5.5	280.1776636363636	464.25409888164654
Negative	Human Diseases	9.5658	280.1776636363636	464.25409888164654
Negative	Human Diseases	44.2763	280.1776636363636	464.25409888164654
Negative	Human Diseases	12.3421	280.1776636363636	464.25409888164654
Negative	Human Diseases	44.7763	280.1776636363636	464.25409888164654
Negative	Human Diseases	3.4737	280.1776636363636	464.25409888164654
Negative	Human Diseases	3.1579	280.1776636363636	464.25409888164654
Negative	Human Diseases	30.9079	280.1776636363636	464.25409888164654
Negative	Human Diseases	7.5526	280.1776636363636	464.25409888164654
Negative	Human Diseases	28.7237	280.1776636363636	464.25409888164654
Negative	Human Diseases	38.4737	280.1776636363636	464.25409888164654
Negative	Human Diseases	31.5132	280.1776636363636	464.25409888164654
Negative	Human Diseases	22.8947	280.1776636363636	464.25409888164654
Negative	Human Diseases	23.9342	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.0	280.1776636363636	464.25409888164654
Negative	Human Diseases	17.8421	280.1776636363636	464.25409888164654
Negative	Human Diseases	13.3289	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.0	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.7632	280.1776636363636	464.25409888164654
Negative	Human Diseases	40.9605	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.7632	280.1776636363636	464.25409888164654
Negative	Human Diseases	11.8158	280.1776636363636	464.25409888164654
Negative	Human Diseases	3.7368	280.1776636363636	464.25409888164654
Negative	Human Diseases	10.8026	280.1776636363636	464.25409888164654
Negative	Human Diseases	26.4605	280.1776636363636	464.25409888164654
Negative	Human Diseases	2.7237	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.75	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.0	280.1776636363636	464.25409888164654
Negative	Human Diseases	13.7895	280.1776636363636	464.25409888164654
Negative	Human Diseases	26.0921	280.1776636363636	464.25409888164654
Negative	Human Diseases	136.1053	280.1776636363636	464.25409888164654
Negative	Human Diseases	107.0526	280.1776636363636	464.25409888164654
Negative	Human Diseases	0.0	280.1776636363636	464.25409888164654
Negative	Human Diseases	30.9474	280.1776636363636	464.25409888164654
Negative	Human Diseases	9.3026	280.1776636363636	464.25409888164654
Negative	Human Diseases	77.6579	280.1776636363636	464.25409888164654
Negative	Human Diseases	4.9474	280.1776636363636	464.25409888164654
Negative	Human Diseases	25.0395	280.1776636363636	464.25409888164654
Negative	Human Diseases	8.8421	280.1776636363636	464.25409888164654
Negative	Genetic Information Processing	20411.7425	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19201.7978	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18136.7184	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17511.6744	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18129.9513	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16783.1222	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20541.8719	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19569.3259	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19580.7231	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16506.6253	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18365.8572	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17189.8972	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17997.9209	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18682.9591	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18171.1544	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19768.63	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18046.4191	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20492.7166	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19488.1394	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20014.8862	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20800.1753	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19533.2356	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19724.3153	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19541.4619	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17069.5	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20626.3147	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20062.3478	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19343.6428	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18689.9937	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18374.4891	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16492.9434	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19999.2606	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17400.9528	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18627.5434	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19336.0606	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19039.7244	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19055.5563	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	20378.3759	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19826.5894	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1161.9624	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1130.5076	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1110.5076	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1029.6239	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1104.2046	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	871.3451	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1145.3046	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1226.2054	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1194.2478	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1085.5202	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1118.0171	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1146.1837	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1191.5439	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1124.7754	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1179.8751	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1066.6589999999999	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1110.8049	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1280.3193	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1225.2815	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1164.269	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1220.2585	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1176.0237	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1239.1283	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1112.0917	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1142.2249	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1107.1763	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1104.9107	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1184.362	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1170.7054	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1127.7795	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	851.9344	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1095.6024	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1158.351	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	961.8139	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1189.5907	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1062.3851	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1123.6171	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1154.2637	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1155.5046	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19135.5617	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17665.2082	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16719.2126	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16103.241000000002	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16717.8263	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15323.1185	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19579.9242	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18142.5382	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18051.9247	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15050.5744	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16949.1394	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15999.7464	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16638.5713	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17157.9219	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16608.9942	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18410.2542	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16831.5601	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19109.6097	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18108.5665	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18502.1021	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19464.3236	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18193.9428	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18399.4215	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18515.4188	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15784.9599	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19872.52	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19036.5993	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17850.074	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17369.7454	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16875.1687	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15329.5979	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18444.5397	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15825.8649	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17588.6767	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18003.4524	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17533.1739	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	17667.6142	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	19178.6392	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	18415.5307	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	895.4239	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	817.1667	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	789.5411	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	817.7939	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	736.3168	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	736.2080000000001	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	870.9477	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	788.3642	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1304.0012	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	913.1329	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	742.3788	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	811.9644	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1010.5258	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	806.6355	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	734.4208	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1092.7509	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	867.3944	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1105.0558	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	779.3127	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	682.0836	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1015.3571	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	761.9115	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	968.3233	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	849.6961	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	911.2811	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	833.8544	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	832.5644	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1356.8292	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1029.2641	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	799.2974	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	533.1961	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	531.6126	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	979.1235	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	684.1971	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1072.9274	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	538.1041	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1251.7236	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	909.3189	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1267.0929	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8721.7129	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8359.0921	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8115.8103	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	7822.3071	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8016.1487	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	7034.0066	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8690.4397	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8544.9971	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9113.7729	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	7647.3221	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8121.7482	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8263.7447	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8672.4518	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8306.37	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8304.2658	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9119.0374	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8208.3021	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9010.5729	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8512.4311	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8373.1147	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9001.99	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8404.6471	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8575.1097	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8780.1937	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8248.2211	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8681.8411	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8341.5624	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9022.5882	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8679.7979	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8257.4997	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	7588.5063	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9233.8263	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8099.4034	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8412.6611	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8835.0916	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8109.7055	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8937.7371	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8940.01	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9272.3937	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9516.6923	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9632.6087	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9382.0587	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8787.0083	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9205.7783	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9049.149	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9983.1523	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10243.6773	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	11195.6907	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8810.6577	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9083.7547	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10393.6633	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10998.5063	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9120.5327	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9732.049	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	11174.9217	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9764.553	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10411.6583	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10152.2327	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8159.9727	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10029.0783	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9668.8063	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9708.3063	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10994.9933	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10409.5307	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9972.7573	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9494.1467	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	11195.9243	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10622.909	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9213.1673	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9547.388	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10722.2393	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	9338.999	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10896.7077	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10617.0943	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	8831.8623	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	11024.1783	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	10175.8737	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	11449.0397	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14208.8396	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13937.2688	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13288.0085	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13100.8696	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13397.9985	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12638.7327	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14794.0735	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14418.085	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12519.9512	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	11626.2815	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13685.3931	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12911.6188	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12894.1631	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14032.07	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14112.9965	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13442.6462	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13079.3892	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13355.9012	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14543.8254	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13364.5096	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14009.0392	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14225.0265	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13206.6377	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15125.41	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12549.3415	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	15229.1085	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14461.9081	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12091.5931	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13090.1385	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13799.2608	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12070.4935	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14917.8462	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12181.71	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14123.5942	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13290.9592	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	13129.9681	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12187.9562	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	14475.4723	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	12760.9885	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0333	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0333	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.1	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0833	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.1	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	16.5	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0833	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.1167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0667	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.05	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.25	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.1	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1.2833	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	1.35	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0333	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.0167	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.05	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.1667	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.2833	9931.210662745098	7803.760162286308
Negative	Genetic Information Processing	0.05	9931.210662745098	7803.760162286308
