group	type	value	Mean	SD
Negative	Organismal Systems	1294.8785	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1234.9756	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1235.951	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1183.5656	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1166.8882	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1288.1749	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1241.0085	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1740.5272	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1191.7921	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1194.2851	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1277.8387	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1471.2805	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1275.3159	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1213.5818	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1553.559	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1282.5613	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1581.9944	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1186.9905	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	961.7826	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1475.1897	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1197.9192	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1443.1523	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1281.4982	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1356.6449	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1238.2174	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1171.461	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1779.7141	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1477.7228	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1284.2323	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1035.879	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	923.9156	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1247.2392	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1217.8203	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1524.7144	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	964.2479	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1681.9328	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1380.0095	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	1724.2379	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	161.2984	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	97.61399999999999	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	103.4144	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	78.666	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	111.6116	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	56.1968	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	340.2	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	233.69	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	35.64	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	74.5524	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	103.354	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	194.4768	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	173.0204	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	60.5952	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	73.95	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	167.488	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	182.8612	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	91.4472	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	237.8268	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	117.6436	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	132.0284	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	237.30599999999998	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	92.8968	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	451.2564	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	200.9608	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	435.5716	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	280.084	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	24.214000000000002	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	129.2352	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	61.8364	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	291.31	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	338.7632	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	80.0	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	243.1492	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	136.8484	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	195.1	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	101.1356	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	208.9232	857.4743149572649	1053.1176437372178
Negative	Organismal Systems	115.412	857.4743149572649	1053.1176437372178
Negative	Environmental Information Processing	11588.7904	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14195.0199	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14650.8515	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15911.6307	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14562.2021	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15042.752	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9572.8782	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13504.731000000002	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14073.5766	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13494.6268	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15015.5129	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12238.4142	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13021.07	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16965.9277	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	17974.2766	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13153.3769	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11946.2256	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11840.3681	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13263.0064	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10509.8146	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11695.7904	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11982.1033	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11759.6966	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11741.4785	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12472.6625	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8686.2655	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9750.3178	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13365.8501	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12990.3634	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16903.5859	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10662.0505	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11483.0841	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14155.8352	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13591.788	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12672.8984	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11610.6264	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12252.4329	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11963.8152	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12725.194	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8603.5723	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10165.5883	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11872.2194	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11781.5734	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12268.9992	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10977.8627	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7496.2332	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10670.8037	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7039.8899	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7887.1822	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12638.6552	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8475.9584	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7982.8238	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13478.1737	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14189.4235	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5933.236999999999	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7694.6669	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7710.6678	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10585.1117	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8460.9441	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8180.5916	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9639.2703	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8228.8432	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8812.7332	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8179.3788	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7079.1232	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7367.4768	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	6186.0314	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7544.6458	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13304.6722	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8618.73	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10881.1849	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8134.3667	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7717.9813	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7355.8543	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8531.0329	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5345.0979	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	8692.7035	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5576.6391	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5791.215	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	7646.7089	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9142.2824	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11560.2221	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9593.4424	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11604.2892	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2941.73	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3601.7134	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3273.3534	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	6021.0603	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10335.8663	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2239.9953	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	1908.5776	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12471.2192	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10594.71	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3077.6992	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3156.7521	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2064.4863	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3837.7339	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	1998.6679	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	4527.7418	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3943.7603	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2645.4961	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3297.9387	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2186.9629	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2853.1397	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3422.375	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2513.6108	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2806.1787	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11689.3063	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5879.3847	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	2494.5911	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5712.8329	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	4692.0416	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	3011.0934	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	1694.6466	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	1448.9124	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	5428.0582	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	1318.2026	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15355.7592	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16424.2408	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15374.8678	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13248.9751	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15988.7576	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	11869.5408	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16172.1932	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	19443.7335	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10383.6343	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10385.6649	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16264.4005	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13638.19	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12782.7259	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15597.5778	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	17387.6343	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10778.5024	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13131.7368	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15012.9135	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	19303.3646	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	17093.6503	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14821.3981	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	18013.1565	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15785.5478	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16530.8384	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13043.3668	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16027.0019	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15428.2786	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9459.3595	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12506.5295	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15269.4157	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	14725.7038	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	19604.4938	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10549.4738	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	13090.3259	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	12684.5476	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	16480.7486	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	9395.6808	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	15346.4251	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	10041.8684	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
Negative	Environmental Information Processing	0.0	8282.835874871795	5785.795897770001
